time_tag,xray_0.05-0.4nm,xray_0.1-0.8nm,xray_is_missing,x_ray_bg,euv_1175,euv_1216,euv_1335,euv_1405,euv_256,euv_284,euv_304,euv_mgii_index,euv_is_missing
2026-02-26 14:01:00+00:00,3.442088924998643e-08,7.521930456277914e-07,0,7.493759994758875e-07,9.025866165757179e-05,0.006942315958440304,0.00026406097458675504,0.00016644314746372402,0.00014487397857010365,0.000127207807963714,0.0006105370121076703,0.2757583260536194,0
2026-02-26 14:02:00+00:00,3.3626125883756686e-08,7.522613714172621e-07,0,7.493759994758875e-07,9.015272371470928e-05,0.006941282190382481,0.0002635175478644669,0.0001689557102508843,0.00014472482143901289,0.00012721218809019774,0.0006108626257628202,0.2757264971733093,0
2026-02-26 14:03:00+00:00,3.350650601419147e-08,7.524126885982696e-07,0,7.493759994758875e-07,9.0562563855201e-05,0.006937950383871794,0.00026398926274850965,0.0001676566171227023,0.00014479730452876538,0.0001270671491511166,0.0006109165260568261,0.2757478654384613,0
2026-02-26 14:04:00+00:00,3.4040017027336944e-08,7.523764224970364e-07,0,7.493759994758875e-07,8.945135050453246e-05,0.0069379317574203014,0.0002646446810103953,0.00016528287960682064,0.00014492747141048312,0.00012699310900643468,0.0006110110552981496,0.2757258415222168,0
2026-02-26 14:05:00+00:00,3.439079421241331e-08,7.552583838332794e-07,0,7.493759994758875e-07,9.144483192358166e-05,0.00693854782730341,0.00026527378940954804,0.0001652566425036639,0.00014506257139146328,0.00012727513967547566,0.0006111006950959563,0.2757226824760437,0
2026-02-26 14:06:00+00:00,4.261433161900641e-08,8.150506118909107e-07,0,7.493759994758875e-07,8.931020420277491e-05,0.006941363215446472,0.00026542029809206724,0.00016782329475972801,0.00014513795031234622,0.00012713694013655186,0.0006113696144893765,0.2757432758808136,0
2026-02-26 14:07:00+00:00,5.6365969669514016e-08,9.493837751506362e-07,0,7.493759994758875e-07,9.100585884880275e-05,0.006942333187907934,0.00026588287437334657,0.0001660920534050092,0.00014466745778918266,0.0001267963380087167,0.0006109221139922738,0.27573543787002563,0
2026-02-26 14:08:00+00:00,4.6315385304751544e-08,9.000013392324036e-07,0,7.493759994758875e-07,9.015733667183667e-05,0.006943425163626671,0.00026625022292137146,0.00016428579692728817,0.00014492779155261815,0.0001268404012080282,0.0006112389964982867,0.2757657766342163,0
2026-02-26 14:09:00+00:00,4.067182857170337e-08,8.403761739828042e-07,0,7.493759994758875e-07,8.971854549599811e-05,0.006944110617041588,0.00026613331283442676,0.0001629907201277092,0.00014514385838992894,0.00012668766430579126,0.0006112169940024614,0.27579769492149353,0
2026-02-26 14:10:00+00:00,4.080734328226754e-08,8.41425389808137e-07,0,7.493759994758875e-07,9.111041435971856e-05,0.00694632064551115,0.00026626151520758867,0.00016441875777672976,0.00014543560973834246,0.0001266063190996647,0.0006114386487752199,0.27579033374786377,0
